cn,C3UserRole,unicodePwd,givenName,sn,dateOfBirth,mail,gender,telephoneNumber,studentID
student10209,10,1234,Student 10209,,,,,,
student10210,10,1234,Student 10210,,,,,,
student10211,10,1234,Student 10211,,,,,,
student10212,10,1234,Student 10212,,,,,,
student10213,10,1234,Student 10213,,,,,,
student10214,10,1234,Student 10214,,,,,,
student10215,10,1234,Student 10215,,,,,,
student10216,10,1234,Student 10216,,,,,,
student10217,10,1234,Student 10217,,,,,,
student10218,10,1234,Student 10218,,,,,,
student10219,10,1234,Student 10219,,,,,,
student10220,10,1234,Student 10220,,,,,,
student10221,10,1234,Student 10221,,,,,,
student10222,10,1234,Student 10222,,,,,,
student10223,10,1234,Student 10223,,,,,,
student10224,10,1234,Student 10224,,,,,,
student10225,10,1234,Student 10225,,,,,,
student10226,10,1234,Student 10226,,,,,,
student10227,10,1234,Student 10227,,,,,,
student10228,10,1234,Student 10228,,,,,,
student10229,10,1234,Student 10229,,,,,,
student10230,10,1234,Student 10230,,,,,,
student10231,10,1234,Student 10231,,,,,,
student10232,10,1234,Student 10232,,,,,,
student10233,10,1234,Student 10233,,,,,,
student10234,10,1234,Student 10234,,,,,,
student10235,10,1234,Student 10235,,,,,,
student10236,10,1234,Student 10236,,,,,,
student10237,10,1234,Student 10237,,,,,,
student10238,10,1234,Student 10238,,,,,,
student10239,10,1234,Student 10239,,,,,,
student10240,10,1234,Student 10240,,,,,,
student10241,10,1234,Student 10241,,,,,,
student10242,10,1234,Student 10242,,,,,,
student10243,10,1234,Student 10243,,,,,,
student10244,10,1234,Student 10244,,,,,,
student10245,10,1234,Student 10245,,,,,,
student10246,10,1234,Student 10246,,,,,,
student10247,10,1234,Student 10247,,,,,,
student10248,10,1234,Student 10248,,,,,,
student10249,10,1234,Student 10249,,,,,,
student10250,10,1234,Student 10250,,,,,,
student10251,10,1234,Student 10251,,,,,,
student10252,10,1234,Student 10252,,,,,,
student10253,10,1234,Student 10253,,,,,,
student10254,10,1234,Student 10254,,,,,,
student10255,10,1234,Student 10255,,,,,,
student10256,10,1234,Student 10256,,,,,,
student10257,10,1234,Student 10257,,,,,,
student10258,10,1234,Student 10258,,,,,,
student10259,10,1234,Student 10259,,,,,,
student10260,10,1234,Student 10260,,,,,,
student10261,10,1234,Student 10261,,,,,,
student10262,10,1234,Student 10262,,,,,,
student10263,10,1234,Student 10263,,,,,,
student10264,10,1234,Student 10264,,,,,,
student10265,10,1234,Student 10265,,,,,,
student10266,10,1234,Student 10266,,,,,,
student10267,10,1234,Student 10267,,,,,,
student10268,10,1234,Student 10268,,,,,,
student10269,10,1234,Student 10269,,,,,,
student10270,10,1234,Student 10270,,,,,,
student10271,10,1234,Student 10271,,,,,,
student10272,10,1234,Student 10272,,,,,,
student10273,10,1234,Student 10273,,,,,,
student10274,10,1234,Student 10274,,,,,,
student10275,10,1234,Student 10275,,,,,,
student10276,10,1234,Student 10276,,,,,,
student10277,10,1234,Student 10277,,,,,,
student10278,10,1234,Student 10278,,,,,,
student10279,10,1234,Student 10279,,,,,,
student10280,10,1234,Student 10280,,,,,,
student10281,10,1234,Student 10281,,,,,,
student10282,10,1234,Student 10282,,,,,,
student10283,10,1234,Student 10283,,,,,,
student10284,10,1234,Student 10284,,,,,,
student10285,10,1234,Student 10285,,,,,,
student10286,10,1234,Student 10286,,,,,,
student10287,10,1234,Student 10287,,,,,,
student10288,10,1234,Student 10288,,,,,,
student10289,10,1234,Student 10289,,,,,,
student10290,10,1234,Student 10290,,,,,,
student10291,10,1234,Student 10291,,,,,,
student10292,10,1234,Student 10292,,,,,,
student10293,10,1234,Student 10293,,,,,,
student10294,10,1234,Student 10294,,,,,,
student10295,10,1234,Student 10295,,,,,,
student10296,10,1234,Student 10296,,,,,,
student10297,10,1234,Student 10297,,,,,,
student10298,10,1234,Student 10298,,,,,,
student10299,10,1234,Student 10299,,,,,,
student10300,10,1234,Student 10300,,,,,,
student10301,10,1234,Student 10301,,,,,,
student10302,10,1234,Student 10302,,,,,,
student10303,10,1234,Student 10303,,,,,,
student10304,10,1234,Student 10304,,,,,,
student10305,10,1234,Student 10305,,,,,,
student10306,10,1234,Student 10306,,,,,,
student10307,10,1234,Student 10307,,,,,,
student10308,10,1234,Student 10308,,,,,,
student10309,10,1234,Student 10309,,,,,,
student10310,10,1234,Student 10310,,,,,,
student10311,10,1234,Student 10311,,,,,,
student10312,10,1234,Student 10312,,,,,,
student10313,10,1234,Student 10313,,,,,,
student10314,10,1234,Student 10314,,,,,,
student10315,10,1234,Student 10315,,,,,,
student10316,10,1234,Student 10316,,,,,,
student10317,10,1234,Student 10317,,,,,,
student10318,10,1234,Student 10318,,,,,,
student10319,10,1234,Student 10319,,,,,,
student10320,10,1234,Student 10320,,,,,,
student10321,10,1234,Student 10321,,,,,,
student10322,10,1234,Student 10322,,,,,,
student10323,10,1234,Student 10323,,,,,,
student10324,10,1234,Student 10324,,,,,,
student10325,10,1234,Student 10325,,,,,,
student10326,10,1234,Student 10326,,,,,,
student10327,10,1234,Student 10327,,,,,,
student10328,10,1234,Student 10328,,,,,,
student10329,10,1234,Student 10329,,,,,,
student10330,10,1234,Student 10330,,,,,,
student10331,10,1234,Student 10331,,,,,,
student10332,10,1234,Student 10332,,,,,,
student10333,10,1234,Student 10333,,,,,,
student10334,10,1234,Student 10334,,,,,,
student10335,10,1234,Student 10335,,,,,,
student10336,10,1234,Student 10336,,,,,,
student10337,10,1234,Student 10337,,,,,,
student10338,10,1234,Student 10338,,,,,,
student10339,10,1234,Student 10339,,,,,,
student10340,10,1234,Student 10340,,,,,,
student10341,10,1234,Student 10341,,,,,,
student10342,10,1234,Student 10342,,,,,,
student10343,10,1234,Student 10343,,,,,,
student10344,10,1234,Student 10344,,,,,,
student10345,10,1234,Student 10345,,,,,,
student10346,10,1234,Student 10346,,,,,,
student10347,10,1234,Student 10347,,,,,,
student10348,10,1234,Student 10348,,,,,,
student10349,10,1234,Student 10349,,,,,,
student10350,10,1234,Student 10350,,,,,,
student10351,10,1234,Student 10351,,,,,,
student10352,10,1234,Student 10352,,,,,,
student10353,10,1234,Student 10353,,,,,,
student10354,10,1234,Student 10354,,,,,,
student10355,10,1234,Student 10355,,,,,,
student10356,10,1234,Student 10356,,,,,,
student10357,10,1234,Student 10357,,,,,,
student10358,10,1234,Student 10358,,,,,,
student10359,10,1234,Student 10359,,,,,,
student10360,10,1234,Student 10360,,,,,,
student10361,10,1234,Student 10361,,,,,,
student10362,10,1234,Student 10362,,,,,,
student10363,10,1234,Student 10363,,,,,,
student10364,10,1234,Student 10364,,,,,,
student10365,10,1234,Student 10365,,,,,,
student10366,10,1234,Student 10366,,,,,,
student10367,10,1234,Student 10367,,,,,,
student10368,10,1234,Student 10368,,,,,,
student10369,10,1234,Student 10369,,,,,,
student10370,10,1234,Student 10370,,,,,,
student10371,10,1234,Student 10371,,,,,,
student10372,10,1234,Student 10372,,,,,,
student10373,10,1234,Student 10373,,,,,,
student10374,10,1234,Student 10374,,,,,,
student10375,10,1234,Student 10375,,,,,,
student10376,10,1234,Student 10376,,,,,,
student10377,10,1234,Student 10377,,,,,,
student10378,10,1234,Student 10378,,,,,,
student10379,10,1234,Student 10379,,,,,,
student10380,10,1234,Student 10380,,,,,,
student10381,10,1234,Student 10381,,,,,,
student10382,10,1234,Student 10382,,,,,,
student10383,10,1234,Student 10383,,,,,,
student10384,10,1234,Student 10384,,,,,,
student10385,10,1234,Student 10385,,,,,,
student10386,10,1234,Student 10386,,,,,,
student10387,10,1234,Student 10387,,,,,,
student10388,10,1234,Student 10388,,,,,,
student10389,10,1234,Student 10389,,,,,,
student10390,10,1234,Student 10390,,,,,,
student10391,10,1234,Student 10391,,,,,,
student10392,10,1234,Student 10392,,,,,,
student10393,10,1234,Student 10393,,,,,,
student10394,10,1234,Student 10394,,,,,,
student10395,10,1234,Student 10395,,,,,,
student10396,10,1234,Student 10396,,,,,,
student10397,10,1234,Student 10397,,,,,,
student10398,10,1234,Student 10398,,,,,,
student10399,10,1234,Student 10399,,,,,,
student10400,10,1234,Student 10400,,,,,,
student10401,10,1234,Student 10401,,,,,,
student10402,10,1234,Student 10402,,,,,,
student10403,10,1234,Student 10403,,,,,,
student10404,10,1234,Student 10404,,,,,,
student10405,10,1234,Student 10405,,,,,,
student10406,10,1234,Student 10406,,,,,,
student10407,10,1234,Student 10407,,,,,,
student10408,10,1234,Student 10408,,,,,,
student10409,10,1234,Student 10409,,,,,,
student10410,10,1234,Student 10410,,,,,,
student10411,10,1234,Student 10411,,,,,,
student10412,10,1234,Student 10412,,,,,,
student10413,10,1234,Student 10413,,,,,,
student10414,10,1234,Student 10414,,,,,,
student10415,10,1234,Student 10415,,,,,,
student10416,10,1234,Student 10416,,,,,,
student10417,10,1234,Student 10417,,,,,,
student10418,10,1234,Student 10418,,,,,,
student10419,10,1234,Student 10419,,,,,,
student10420,10,1234,Student 10420,,,,,,
student10421,10,1234,Student 10421,,,,,,
student10422,10,1234,Student 10422,,,,,,
student10423,10,1234,Student 10423,,,,,,
student10424,10,1234,Student 10424,,,,,,
student10425,10,1234,Student 10425,,,,,,
student10426,10,1234,Student 10426,,,,,,
student10427,10,1234,Student 10427,,,,,,
student10428,10,1234,Student 10428,,,,,,
student10429,10,1234,Student 10429,,,,,,
student10430,10,1234,Student 10430,,,,,,
student10431,10,1234,Student 10431,,,,,,
student10432,10,1234,Student 10432,,,,,,
student10433,10,1234,Student 10433,,,,,,
student10434,10,1234,Student 10434,,,,,,
student10435,10,1234,Student 10435,,,,,,
student10436,10,1234,Student 10436,,,,,,
student10437,10,1234,Student 10437,,,,,,
student10438,10,1234,Student 10438,,,,,,
student10439,10,1234,Student 10439,,,,,,
student10440,10,1234,Student 10440,,,,,,
student10441,10,1234,Student 10441,,,,,,
student10442,10,1234,Student 10442,,,,,,
student10443,10,1234,Student 10443,,,,,,
student10444,10,1234,Student 10444,,,,,,
student10445,10,1234,Student 10445,,,,,,
student10446,10,1234,Student 10446,,,,,,
student10447,10,1234,Student 10447,,,,,,
student10448,10,1234,Student 10448,,,,,,
student10449,10,1234,Student 10449,,,,,,
student10450,10,1234,Student 10450,,,,,,
student10451,10,1234,Student 10451,,,,,,
student10452,10,1234,Student 10452,,,,,,
student10453,10,1234,Student 10453,,,,,,
student10454,10,1234,Student 10454,,,,,,
student10455,10,1234,Student 10455,,,,,,
student10456,10,1234,Student 10456,,,,,,
student10457,10,1234,Student 10457,,,,,,
student10458,10,1234,Student 10458,,,,,,
student10459,10,1234,Student 10459,,,,,,
student10460,10,1234,Student 10460,,,,,,
student10461,10,1234,Student 10461,,,,,,
student10462,10,1234,Student 10462,,,,,,
student10463,10,1234,Student 10463,,,,,,
student10464,10,1234,Student 10464,,,,,,
student10465,10,1234,Student 10465,,,,,,
student10466,10,1234,Student 10466,,,,,,
student10467,10,1234,Student 10467,,,,,,
student10468,10,1234,Student 10468,,,,,,
student10469,10,1234,Student 10469,,,,,,
student10470,10,1234,Student 10470,,,,,,
student10471,10,1234,Student 10471,,,,,,
student10472,10,1234,Student 10472,,,,,,
student10473,10,1234,Student 10473,,,,,,
student10474,10,1234,Student 10474,,,,,,
student10475,10,1234,Student 10475,,,,,,
student10476,10,1234,Student 10476,,,,,,
student10477,10,1234,Student 10477,,,,,,
student10478,10,1234,Student 10478,,,,,,
student10479,10,1234,Student 10479,,,,,,
student10480,10,1234,Student 10480,,,,,,
student10481,10,1234,Student 10481,,,,,,
student10482,10,1234,Student 10482,,,,,,
student10483,10,1234,Student 10483,,,,,,
student10484,10,1234,Student 10484,,,,,,
student10485,10,1234,Student 10485,,,,,,
student10486,10,1234,Student 10486,,,,,,
student10487,10,1234,Student 10487,,,,,,
student10488,10,1234,Student 10488,,,,,,
student10489,10,1234,Student 10489,,,,,,
student10490,10,1234,Student 10490,,,,,,
student10491,10,1234,Student 10491,,,,,,
student10492,10,1234,Student 10492,,,,,,
student10493,10,1234,Student 10493,,,,,,
student10494,10,1234,Student 10494,,,,,,
student10495,10,1234,Student 10495,,,,,,
student10496,10,1234,Student 10496,,,,,,
student10497,10,1234,Student 10497,,,,,,
student10498,10,1234,Student 10498,,,,,,
student10499,10,1234,Student 10499,,,,,,
student10500,10,1234,Student 10500,,,,,,
student10501,10,1234,Student 10501,,,,,,
student10502,10,1234,Student 10502,,,,,,
student10503,10,1234,Student 10503,,,,,,
student10504,10,1234,Student 10504,,,,,,
student10505,10,1234,Student 10505,,,,,,
student10506,10,1234,Student 10506,,,,,,
student10507,10,1234,Student 10507,,,,,,
student10508,10,1234,Student 10508,,,,,,
student10509,10,1234,Student 10509,,,,,,
student10510,10,1234,Student 10510,,,,,,
student10511,10,1234,Student 10511,,,,,,
student10512,10,1234,Student 10512,,,,,,
student10513,10,1234,Student 10513,,,,,,
student10514,10,1234,Student 10514,,,,,,
student10515,10,1234,Student 10515,,,,,,
student10516,10,1234,Student 10516,,,,,,
student10517,10,1234,Student 10517,,,,,,
student10518,10,1234,Student 10518,,,,,,
student10519,10,1234,Student 10519,,,,,,
student10520,10,1234,Student 10520,,,,,,
student10521,10,1234,Student 10521,,,,,,
student10522,10,1234,Student 10522,,,,,,
student10523,10,1234,Student 10523,,,,,,
student10524,10,1234,Student 10524,,,,,,
student10525,10,1234,Student 10525,,,,,,
student10526,10,1234,Student 10526,,,,,,
student10527,10,1234,Student 10527,,,,,,
student10528,10,1234,Student 10528,,,,,,
student10529,10,1234,Student 10529,,,,,,
student10530,10,1234,Student 10530,,,,,,
student10531,10,1234,Student 10531,,,,,,
student10532,10,1234,Student 10532,,,,,,
student10533,10,1234,Student 10533,,,,,,
student10534,10,1234,Student 10534,,,,,,
student10535,10,1234,Student 10535,,,,,,
student10536,10,1234,Student 10536,,,,,,
student10537,10,1234,Student 10537,,,,,,
student10538,10,1234,Student 10538,,,,,,
student10539,10,1234,Student 10539,,,,,,
student10540,10,1234,Student 10540,,,,,,
student10541,10,1234,Student 10541,,,,,,
student10542,10,1234,Student 10542,,,,,,
student10543,10,1234,Student 10543,,,,,,
student10544,10,1234,Student 10544,,,,,,
student10545,10,1234,Student 10545,,,,,,
student10546,10,1234,Student 10546,,,,,,
student10547,10,1234,Student 10547,,,,,,
student10548,10,1234,Student 10548,,,,,,
student10549,10,1234,Student 10549,,,,,,
student10550,10,1234,Student 10550,,,,,,
student10551,10,1234,Student 10551,,,,,,
student10552,10,1234,Student 10552,,,,,,
student10553,10,1234,Student 10553,,,,,,
student10554,10,1234,Student 10554,,,,,,
student10555,10,1234,Student 10555,,,,,,
student10556,10,1234,Student 10556,,,,,,
student10557,10,1234,Student 10557,,,,,,
student10558,10,1234,Student 10558,,,,,,
student10559,10,1234,Student 10559,,,,,,
student10560,10,1234,Student 10560,,,,,,
student10561,10,1234,Student 10561,,,,,,
student10562,10,1234,Student 10562,,,,,,
student10563,10,1234,Student 10563,,,,,,
student10564,10,1234,Student 10564,,,,,,
student10565,10,1234,Student 10565,,,,,,
student10566,10,1234,Student 10566,,,,,,
student10567,10,1234,Student 10567,,,,,,
student10568,10,1234,Student 10568,,,,,,
student10569,10,1234,Student 10569,,,,,,
student10570,10,1234,Student 10570,,,,,,
student10571,10,1234,Student 10571,,,,,,
student10572,10,1234,Student 10572,,,,,,
student10573,10,1234,Student 10573,,,,,,
student10574,10,1234,Student 10574,,,,,,
student10575,10,1234,Student 10575,,,,,,
student10576,10,1234,Student 10576,,,,,,
student10577,10,1234,Student 10577,,,,,,
student10578,10,1234,Student 10578,,,,,,
student10579,10,1234,Student 10579,,,,,,
student10580,10,1234,Student 10580,,,,,,
student10581,10,1234,Student 10581,,,,,,
student10582,10,1234,Student 10582,,,,,,
student10583,10,1234,Student 10583,,,,,,
student10584,10,1234,Student 10584,,,,,,
student10585,10,1234,Student 10585,,,,,,
student10586,10,1234,Student 10586,,,,,,
student10587,10,1234,Student 10587,,,,,,
student10588,10,1234,Student 10588,,,,,,
student10589,10,1234,Student 10589,,,,,,
student10590,10,1234,Student 10590,,,,,,
student10591,10,1234,Student 10591,,,,,,
student10592,10,1234,Student 10592,,,,,,
student10593,10,1234,Student 10593,,,,,,
student10594,10,1234,Student 10594,,,,,,
student10595,10,1234,Student 10595,,,,,,
student10596,10,1234,Student 10596,,,,,,
student10597,10,1234,Student 10597,,,,,,
student10598,10,1234,Student 10598,,,,,,
student10599,10,1234,Student 10599,,,,,,
student10600,10,1234,Student 10600,,,,,,
student10601,10,1234,Student 10601,,,,,,
student10602,10,1234,Student 10602,,,,,,
student10603,10,1234,Student 10603,,,,,,
student10604,10,1234,Student 10604,,,,,,
student10605,10,1234,Student 10605,,,,,,
student10606,10,1234,Student 10606,,,,,,
student10607,10,1234,Student 10607,,,,,,
student10608,10,1234,Student 10608,,,,,,
student10609,10,1234,Student 10609,,,,,,
student10610,10,1234,Student 10610,,,,,,
student10611,10,1234,Student 10611,,,,,,
student10612,10,1234,Student 10612,,,,,,
student10613,10,1234,Student 10613,,,,,,
student10614,10,1234,Student 10614,,,,,,
student10615,10,1234,Student 10615,,,,,,
student10616,10,1234,Student 10616,,,,,,
student10617,10,1234,Student 10617,,,,,,
student10618,10,1234,Student 10618,,,,,,
student10619,10,1234,Student 10619,,,,,,
student10620,10,1234,Student 10620,,,,,,
student10621,10,1234,Student 10621,,,,,,
student10622,10,1234,Student 10622,,,,,,
student10623,10,1234,Student 10623,,,,,,
student10624,10,1234,Student 10624,,,,,,
student10625,10,1234,Student 10625,,,,,,
student10626,10,1234,Student 10626,,,,,,
student10627,10,1234,Student 10627,,,,,,
student10628,10,1234,Student 10628,,,,,,
student10629,10,1234,Student 10629,,,,,,
student10630,10,1234,Student 10630,,,,,,
student10631,10,1234,Student 10631,,,,,,
student10632,10,1234,Student 10632,,,,,,
student10633,10,1234,Student 10633,,,,,,
student10634,10,1234,Student 10634,,,,,,
student10635,10,1234,Student 10635,,,,,,
student10636,10,1234,Student 10636,,,,,,
student10637,10,1234,Student 10637,,,,,,
student10638,10,1234,Student 10638,,,,,,
student10639,10,1234,Student 10639,,,,,,
student10640,10,1234,Student 10640,,,,,,
student10641,10,1234,Student 10641,,,,,,
student10642,10,1234,Student 10642,,,,,,
student10643,10,1234,Student 10643,,,,,,
student10644,10,1234,Student 10644,,,,,,
student10645,10,1234,Student 10645,,,,,,
student10646,10,1234,Student 10646,,,,,,
student10647,10,1234,Student 10647,,,,,,
student10648,10,1234,Student 10648,,,,,,
student10649,10,1234,Student 10649,,,,,,
student10650,10,1234,Student 10650,,,,,,
student10651,10,1234,Student 10651,,,,,,
student10652,10,1234,Student 10652,,,,,,
student10653,10,1234,Student 10653,,,,,,
student10654,10,1234,Student 10654,,,,,,
student10655,10,1234,Student 10655,,,,,,
student10656,10,1234,Student 10656,,,,,,
student10657,10,1234,Student 10657,,,,,,
student10658,10,1234,Student 10658,,,,,,
student10659,10,1234,Student 10659,,,,,,
